gene,log2FC,p_value,q_value
NMUR2,0.44232053,1.2545175346754892e-06,4.311056820190685e-06
RGS16,-0.17750686,1.2630002642070095e-06,4.337226182029565e-06
C11orf35,-0.41296488,1.2823128287326296e-06,4.400524463735861e-06
ITGBL1,0.16000156,1.3005736702118587e-06,4.460129184539982e-06
CNTFR,0.094425194,1.3973971206940534e-06,4.788886637059813e-06
EDNRB,-0.09147003,1.4487103265007207e-06,4.96133673459151e-06
SLC8A2,0.18317738,1.466303160238178e-06,5.018149076790478e-06
WFDC1,0.19727805,1.4738687057164978e-06,5.0405906488252325e-06
TCEA3,-0.24159276,1.4773172825090169e-06,5.048381269724421e-06
TAGLN2,-0.090461835,1.4781660357753105e-06,5.048381269724421e-06
DLX4,-0.46433556,1.4922894529991155e-06,5.0923625153288294e-06
CCR2,-0.56721157,1.4930806894944128e-06,5.0923625153288294e-06
MPP7,0.2747582,1.498679005453992e-06,5.107972070395337e-06
LOC441666,0.21101876,1.5343332723699337e-06,5.225930764202771e-06
FBN2,-0.18616842,1.5625552690790042e-06,5.318431821235549e-06
GPR45,0.2532638,1.565798438563248e-06,5.325845029126695e-06
OSM,-0.32433936,1.5840153674587178e-06,5.384144688846763e-06
HS3ST2,0.23394422,1.6261613575259627e-06,5.523645915509384e-06
SIT1,-0.6771211,1.657179258136662e-06,5.62518417561664e-06
MPEG1,-0.11222205,1.6741578761342167e-06,5.678961587972241e-06
SHISA3,0.2508787,1.6869316801229397e-06,5.718412474993016e-06
NPC1L1,-0.49863085,1.7389226462135118e-06,5.890659370641977e-06
GSDMA,-0.53586847,1.753105492528135e-06,5.934683454733023e-06
B4GALNT3,0.24267432,1.7638215023527018e-06,5.966869416187511e-06
LILRA6,-0.31435025,1.7649999733082656e-06,5.966869416187511e-06
KCNB1,0.14079218,1.833980874500073e-06,6.195881332770517e-06
REPS2,0.10557638,1.9059773316935047e-06,6.430422846469314e-06
UPK3A,-0.711292,1.9049105828624433e-06,6.430422846469314e-06
MAGEE1,0.09423944,1.9308789709564613e-06,6.510043732152601e-06
ECHDC2,-0.14111407,1.989733866253888e-06,6.703955074979406e-06
IQGAP2,-0.1858279,2.004360019476359e-06,6.748686934263836e-06
TGM5,-0.63944983,2.0069060063205907e-06,6.752711999732809e-06
SPC25,0.21815288,2.0162005315623674e-06,6.779423441702647e-06
RSPH1,-0.17046036,2.0201900477417435e-06,6.788273009884892e-06
SLC25A21,0.33367702,2.026142436141357e-06,6.803701934658686e-06
NMNAT3,-0.22148937,2.1397645107997313e-06,7.180417821475609e-06
ZDHHC19,-0.41514975,2.141995060290526e-06,7.183082026460515e-06
BMPR1B,-0.09501917,2.1735872076035124e-06,7.2841394356686074e-06
DTHD1,-0.53164256,2.1957454904044502e-06,7.353467817831381e-06
COL4A5,-0.10641017,2.2106742425914355e-06,7.398508174670132e-06
NEURL,0.1980667,2.214698822630571e-06,7.402194173587859e-06
SRCIN1,0.106890365,2.2147364967374874e-06,7.402194173587859e-06
ETV4,0.333138,2.251230350204895e-06,7.519139446242134e-06
EPHX2,-0.15477337,2.2605589604289762e-06,7.540223350330141e-06
KCNIP1,0.097233094,2.2602131571993862e-06,7.540223350330141e-06
RIMKLA,0.10978587,2.3357275473092484e-06,7.785758491030828e-06
C1S,-0.11388687,2.346802463181351e-06,7.817463235114426e-06
FLJ44606,-0.26917592,2.3524920157821196e-06,7.831198454667508e-06
C21orf131,0.15727647,2.355132633827457e-06,7.834772567622945e-06
WDR93,-0.2673296,2.3722372637838266e-06,7.886427073749422e-06
HCP5,-0.13405685,2.4483441108806924e-06,8.134033590965755e-06
RPL13AP6,-0.26418072,2.463268817773483e-06,8.178183325941178e-06
FAM84B,0.077810764,2.5029838438730804e-06,8.30452502943955e-06
FPR3,-0.24663296,2.530689795714497e-06,8.39088128552552e-06
FAM182B,-0.10636435,2.5398320263375944e-06,8.415613076002632e-06
AMOT,-0.07972293,2.560138071313376e-06,8.47727838183237e-06
FAM83H,-0.14103973,2.568418850957294e-06,8.499069659024798e-06
EVC2,-0.39491698,2.579483460458978e-06,8.524400067610635e-06
VNN2,-0.29735222,2.5789659612068944e-06,8.524400067610635e-06
LEMD1,0.53421783,2.5823924076549565e-06,8.528376511410027e-06
TIMD4,-0.75552106,2.6003556382918155e-06,8.582031809543945e-06
TRPM8,-0.6942253,2.611334799352106e-06,8.612581792058397e-06
MIR155HG,-0.39721495,2.6399585266049944e-06,8.701247615705321e-06
ZBP1,-0.42499217,2.69660361152322e-06,8.882093582092293e-06
C20orf201,0.34781703,2.7054193140448436e-06,8.905153338412451e-06
MACC1,-0.48162958,2.707166614877385e-06,8.905153338412451e-06
TPH2,0.90000427,2.8038204937478524e-06,9.217029893977161e-06
ZNF560,-0.5274617,2.8264045311507907e-06,9.28516600246646e-06
COL6A4P2,-0.41962284,2.838285544841442e-06,9.311960448954862e-06
RASEF,-0.88351005,2.8376140073023504e-06,9.311960448954862e-06
KLHL31,-0.27097243,2.840730032081776e-06,9.313868957645167e-06
HRH1,-0.10761301,2.8850511945040095e-06,9.452985565216281e-06
LMTK2,0.105633765,2.948876585044779e-06,9.655784495889912e-06
CMTM5,0.10050434,2.9612678710962326e-06,9.690012667199714e-06
ETV2,-0.4193765,2.967650940016651e-06,9.704548528504416e-06
CXCR4,-0.10290025,3.0272776420273615e-06,9.8930641896319e-06
HTR5A,0.4510988,3.0802851937194e-06,1.0059716504635532e-05
C1orf94,-0.13351332,3.092556817730675e-06,1.0093201102254161e-05
GPR37,-0.15166017,3.123188580485543e-06,1.0186525050507316e-05
CD3D,-0.69938993,3.1648422333338872e-06,1.03156526510231e-05
MYO1G,-0.26819104,3.1784434441383526e-06,1.0353235974392029e-05
CD80,-0.61998796,3.189895029925958e-06,1.0383772883873562e-05
LOC84856,0.21209809,3.2324619051560905e-06,1.0515490908120008e-05
MT2A,-0.06892167,3.2661997592070363e-06,1.061833471783822e-05
MYO3B,0.42132664,3.298614432071838e-06,1.0716746043118381e-05
C21orf125,0.337804,3.3574994508650095e-06,1.0900972243068213e-05
ZNF215,0.3471024,3.4012880978610487e-06,1.1035976956070892e-05
SCGB1D2,-0.86120605,3.432626710852886e-06,1.1130436805618956e-05
FBLN5,-0.12930548,3.454119591991252e-06,1.119286970833199e-05
NNMT,-0.2834947,3.5064616273659128e-06,1.1355121850278215e-05
RP1-177G6.2,0.22625372,3.534110153445322e-06,1.1437249687525314e-05
CHODL,-0.2730145,3.5378107699136612e-06,1.1441820083808737e-05
DEPDC1,-0.33897176,3.5679725163652815e-06,1.1531908585537431e-05
DNAH12,-0.32852748,3.627950953391597e-06,1.1718187833952187e-05
MIAT,0.11103567,3.739956642358919e-06,1.2072164759066877e-05
FOS,-0.11264233,3.7463255476387984e-06,1.2084921121415479e-05
VNN1,-0.32962835,3.861369797898069e-06,1.2448000637969275e-05
DPY19L2P1,0.2806949,3.910596073584984e-06,1.2598522766693966e-05
ALDOC,0.069006026,3.9131011713351455e-06,1.2598522766693966e-05
HSF4,0.14647903,3.956525403796756e-06,1.2730133216849278e-05
CD96,-0.47928852,4.146610374823957e-06,1.3333152330623656e-05
GATA3,-0.49755102,4.155214847501498e-06,1.3352232800454687e-05
GAL3ST1,0.13559689,4.209325403608817e-06,1.3517422619167685e-05
C7orf29,-0.2190463,4.233974557289813e-06,1.3587851595923662e-05
IL1B,-0.2678448,4.322565295952898e-06,1.3863262655397361e-05
ST8SIA2,0.27808657,4.342131661563373e-06,1.3917088658856966e-05
CLEC12A,-0.6421671,4.3630641392675805e-06,1.3975221458256185e-05
TNFRSF19,-0.10936991,4.393434445368185e-06,1.406349054215168e-05
DHRS9,-0.22083764,4.434477726511915e-06,1.4185789272271001e-05
EMILIN2,-0.18879496,4.490068143446605e-06,1.435443779874234e-05
ISG15,-0.1293577,4.5284282116593725e-06,1.4467821762490007e-05
FAM163A,0.55442035,4.578940472267436e-06,1.461204862667627e-05
C2CD4C,0.11887059,4.579416039600343e-06,1.461204862667627e-05
B3GALT5,-0.2633524,4.59837727212974e-06,1.4663192832046365e-05
NMB,-0.12628452,4.617989756563776e-06,1.4716347216583096e-05
IRF6,-0.3037925,4.6790741237886496e-06,1.4901509948371496e-05
XAF1,-0.110485725,4.744195573707588e-06,1.5099285721539109e-05
PALM3,-0.22129568,4.758432197984633e-06,1.5129780088283395e-05
ACCS,-0.1816312,4.759828815773956e-06,1.5129780088283395e-05
ADARB2,0.1819528,4.767173161584363e-06,1.514349797199607e-05
TMEM130,0.17793074,4.787717712189171e-06,1.5199103848219591e-05
PIGR,-0.4069981,4.810779065948149e-06,1.5262623940190828e-05
TRIL,-0.08579674,4.867644973994661e-06,1.5433243417865125e-05
VGLL2,-1.3018942,4.888647791301697e-06,1.5490012012996506e-05
ESPNL,-0.51421845,4.896352880711851e-06,1.550460063556634e-05
PTH2R,0.3693592,4.906352866526752e-06,1.5516612481109275e-05
GABRD,0.17214012,4.904431621897578e-06,1.5516612481109275e-05
SAMD5,0.16065177,5.028921248808164e-06,1.5894188523413918e-05
PCDHA5,0.22299752,5.102737132527748e-06,1.6117299850056058e-05
VRK2,-0.14054209,5.119362573295254e-06,1.615960408237138e-05
FUT5,-0.39343697,5.130508748827323e-06,1.618457018557515e-05
MGMT,-0.13129112,5.151739659501311e-06,1.6241297791618258e-05
SFN,-0.45690727,5.223240700509672e-06,1.645633491023841e-05
FEV,0.70936334,5.2298032117995874e-06,1.6466634797857642e-05
LPP,-0.12652303,5.302446323394368e-06,1.66848531258476e-05
PIRT,-0.24548402,5.327506898837428e-06,1.6753166348545372e-05
DLGAP1,0.109881334,5.427416817628063e-06,1.70459070905404e-05
PEBP4,-0.22794262,5.426692006442615e-06,1.70459070905404e-05
GUCY1A2,0.15101406,5.446037432752817e-06,1.709365170355561e-05
ZFPM2,0.14821775,5.497492349045918e-06,1.724432982762208e-05
SLITRK5,0.095125586,5.554517709563411e-06,1.7412281221201916e-05
PODNL1,-0.30290475,5.5823643583962215e-06,1.7477659231046402e-05
TNFSF13B,-0.25229943,5.578919184949282e-06,1.7477659231046402e-05
LOC400759,-0.41251144,5.708803237076356e-06,1.7862338038411627e-05
LOX,-0.17333233,5.8616089440902016e-06,1.8328983565010014e-05
ENPP1,-0.19126831,5.879065097728026e-06,1.837207843040008e-05
SYNGR3,0.17096952,5.9265539031557155e-06,1.8508912876813604e-05
CSRNP3,0.19359408,6.0758882986255485e-06,1.8963446624923684e-05
SHD,0.14622061,6.113559694833497e-06,1.906911944739082e-05
PSTPIP1,0.13185132,6.15499024906258e-06,1.9186378581865898e-05
PTHLH,-0.18646283,6.344537291813525e-06,1.976491368166207e-05
GDNF,0.42279124,6.352338736169767e-06,1.9776895193554692e-05
PCDHB15,0.14393137,6.4027335942077e-06,1.9921386416327628e-05
C20orf26,-0.25640666,6.4165929586660565e-06,1.99520925331656e-05
PDE11A,0.18683045,6.52571846118458e-06,2.02659638785466e-05
ROR2,-0.34051895,6.5291788686356035e-06,2.02659638785466e-05
PRSS3,0.2650574,6.529693561667714e-06,2.02659638785466e-05
SLC7A4,0.3167367,6.616575183352974e-06,2.0522875878886395e-05
PTCHD2,0.10502785,6.664335802503861e-06,2.065820149567223e-05
TOX3,0.13163154,6.6952949596678085e-06,2.0741310283977104e-05
PCSK1,0.22249158,6.702275175284694e-06,2.0750077942057877e-05
COL14A1,-0.20753615,6.7272130482707105e-06,2.081439680776829e-05
PADI2,-0.09220969,6.754773009329941e-06,2.088674399916494e-05
PNCK,0.14213386,6.776507055071817e-06,2.0940998316043933e-05
ALOXE3,0.342607,6.786653501030132e-06,2.095939932374964e-05
AEBP1,-0.14105538,6.833588097784728e-06,2.1091321289459036e-05
DDN,0.21423684,6.909934899604733e-06,2.131380289822558e-05
CDKN1A,0.10369809,6.939907393061463e-06,2.1393056082186997e-05
AMH,0.2131431,6.964343187003272e-06,2.144194330973914e-05
PDGFD,-0.2804596,6.962127871216622e-06,2.144194330973914e-05
ISM1,0.14928104,7.078219180721623e-06,2.1779135940681915e-05
CASC1,-0.18328388,7.103897872144865e-06,2.18447044038895e-05
NCRNA00087,0.13415712,7.126860485723649e-06,2.1888392155170913e-05
GZMK,-0.6215363,7.12624426714135e-06,2.1888392155170913e-05
ACTN1,-0.0900292,7.16562798289645e-06,2.1993947154378302e-05
MX1,-0.09924161,7.208082114774685e-06,2.211068133366468e-05
PABPC5,0.14589702,7.249530268105039e-06,2.2224188436864006e-05
ERP27,-0.3882473,7.361294021391211e-06,2.2552984134164247e-05
CYP2A6,0.41109496,7.392454297878986e-06,2.263458143869867e-05
SSC5D,-0.14773035,7.436207220207098e-06,2.2754612056937267e-05
GPR55,-0.31074312,7.548745420780942e-06,2.3084848381593094e-05
LHX2,0.10747299,7.680601248808274e-06,2.34737201980693e-05
CACNA1E,0.14498803,7.718973132056165e-06,2.3576582565840453e-05
PDZD7,0.17620893,7.978188139868426e-06,2.435344365039202e-05
FOXG1,0.1327043,8.295780217478082e-06,2.5307444226595738e-05
SLAMF6,-0.40653512,8.319804293825974e-06,2.5352294766372935e-05
RAB42,-0.27579042,8.325693601276873e-06,2.5352294766372935e-05
GAS2L3,-0.35449514,8.325528915305892e-06,2.5352294766372935e-05
CPNE9,0.3706741,8.575099127309326e-06,2.6095858573674148e-05
PGA4,-1.0804687,8.6433625529297e-06,2.6287599005260647e-05
ADAM32,-0.33883876,8.661148732522125e-06,2.6325680038061168e-05
CFD,-0.183809,8.722683112284069e-06,2.649660726696254e-05
PLAC9,0.19772093,8.817359684694166e-06,2.6767940754991394e-05
C9orf64,-0.14566985,8.943265863438631e-06,2.7133694974024973e-05
TACR1,0.20495942,9.135752443591392e-06,2.770088673011338e-05
TCTEX1D1,-0.450367,9.172606123415988e-06,2.7795776131563597e-05
SLC12A5,0.20954618,9.405967518798758e-06,2.8485667834036216e-05
TNFAIP8L3,-0.10121163,9.518139926586076e-06,2.8807929559885216e-05
GRIA4,0.08478439,9.57308341896609e-06,2.8949845926749232e-05
DYSF,0.10412921,9.576609032568646e-06,2.8949845926749232e-05
C2orf40,-0.23778436,9.58808625356406e-06,2.8967027956386886e-05
TMEM150B,-0.5806203,9.645942991438868e-06,2.91242240079676e-05
LTB,-0.23951903,9.701967414122527e-06,2.9275701309965382e-05
CAMKV,0.16230358,9.718084443424095e-06,2.9306647899348897e-05
CD83,-0.09255394,9.732554035375931e-06,2.9332592029463325e-05
NUAK2,-0.14926633,9.746962552424057e-06,2.9358320941036316e-05
LGR5,0.15268916,9.777008956588246e-06,2.9431053731012583e-05
PON1,0.3467745,9.782882260188582e-06,2.9431053731012583e-05
CBLN2,0.23952074,9.828031318351363e-06,2.954910197940879e-05
CDHR3,-0.14397082,9.859012770922881e-06,2.962443741262885e-05
TMTC2,-0.108963296,9.874847804820738e-06,2.9654197612074285e-05
PTPN5,0.2196848,9.911381028867814e-06,2.9746041503204725e-05
KCNA4,0.314357,1.004329862077739e-05,3.012387108811455e-05
RHOV,0.35568404,1.0091410014263932e-05,3.0250030018776774e-05
EPCAM,0.240773,1.014772032182791e-05,3.0400600125308297e-05
LPAR1,-0.13001041,1.0214740406067481e-05,3.058305510798647e-05
KCNK12,0.25931484,1.0232983548221469e-05,3.061934035972911e-05
LOC339674,0.0928581,1.0361822749432478e-05,3.0986312049738274e-05
POM121L9P,-0.23618707,1.0517128532344618e-05,3.1431944209039505e-05
CTLA4,-0.41069084,1.0604042816792394e-05,3.167276826998923e-05
ATP2A3,-0.14926176,1.0693043889161171e-05,3.191953399749603e-05
PTPRR,0.28728825,1.072524544620059e-05,3.199655562709007e-05
FLT3,0.3376215,1.0795821007766398e-05,3.218789805535599e-05
NRTN,-0.6190993,1.0839038731314584e-05,3.2297493239912346e-05
HOXA3,-1.2032382,1.0919169926921946e-05,3.2516884833001626e-05
ANKS1B,0.0912914,1.0962418985055314e-05,3.262624697933129e-05
C6orf165,-0.2681518,1.110655918038905e-05,3.303557162519051e-05
TDH,0.21826759,1.1342306347967484e-05,3.3716725172317134e-05
ASAH2B,0.36110955,1.136213599231147e-05,3.375560306687899e-05
GPR98,0.105941586,1.1426519786865253e-05,3.39267214574384e-05
PON3,0.24066862,1.1458722405853734e-05,3.400214363754817e-05
NEUROG2,0.5468675,1.1549010769700231e-05,3.4249735378707686e-05
ZNF488,0.12123581,1.1683701714581891e-05,3.462863578714254e-05
INSM1,0.15863018,1.185618838261354e-05,3.511904141769413e-05
BDKRB2,-0.31122115,1.1938134631349334e-05,3.534083668250247e-05
ATP2B2,0.075390525,1.2177520441655814e-05,3.602816698714738e-05
FAM196B,0.21881759,1.2303418110306696e-05,3.637911919073535e-05
RBP3,0.293451,1.2381792288229971e-05,3.6589220709899445e-05
WNT9B,-0.2941333,1.2413345028453446e-05,3.666079453175855e-05
PCOLCE2,0.2092112,1.242110071318651e-05,3.666204460798852e-05
EDNRA,-0.10367656,1.244794286675383e-05,3.671959547714994e-05
GJC1,-0.11020104,1.2613260844720096e-05,3.7185320886556886e-05
LOC400891,-0.6360383,1.2706302154285594e-05,3.743754317703475e-05
GALNTL2,-0.08038221,1.273883685283919e-05,3.751129815323672e-05
PPFIA4,0.09954799,1.2838801582713423e-05,3.7783406658956516e-05
TAGLN3,0.10383508,1.2908051050335662e-05,3.7964856030399e-05
SOD3,-0.18314758,1.3087555778396024e-05,3.847018159434457e-05
CALN1,0.17124431,1.3179652377352472e-05,3.871813271842677e-05
CYP4X1,0.24239378,1.321852342965615e-05,3.880952269423414e-05
ARTN,-0.25015235,1.3240741841117077e-05,3.885194202205715e-05
WIT1,-1.8636198,1.3391037691589097e-05,3.926990525392697e-05
ITGA5,-0.09500374,1.354082809188502e-05,3.968589710400065e-05
RFPL1,0.62758297,1.3633083073416535e-05,3.9932873677259916e-05
CIDEA,0.6488806,1.398483894469883e-05,4.0939224076987206e-05
ELFN2,0.119202204,1.4041165676947327e-05,4.108006341997463e-05
CCDC80,-0.07944733,1.4117368463714457e-05,4.1278855157059816e-05
LTBP4,-0.08268547,1.4294760201972592e-05,4.177311572756456e-05
SCN2B,0.12237888,1.4326776092723554e-05,4.1842219896972996e-05
ODF3B,-0.23277318,1.4741631790691954e-05,4.30257879805661e-05
LPAR4,-0.18300925,1.474924011973806e-05,4.30257879805661e-05
HSD11B1,0.28294092,1.4939191123944491e-05,4.355449307272446e-05
WDR62,-0.17693496,1.5004635938050508e-05,4.371980168429635e-05
HOXA6,-1.6102574,1.5050886108481363e-05,4.382902186511754e-05
C7orf16,0.30822083,1.5170561414766893e-05,4.4151808541230765e-05
HOXC5,-0.9630901,1.5259707855872815e-05,4.4385421337617264e-05
SPHKAP,0.21425226,1.5382098397419186e-05,4.471540231807903e-05
CD3E,-0.38510856,1.55192960718758e-05,4.508801880266066e-05
LOC440356,0.4017703,1.560324224694869e-05,4.530558143713325e-05
KCTD16,0.15681697,1.5622511312041705e-05,4.533520403958707e-05
CXCL10,-0.4273325,1.588167178271233e-05,4.6060533012506754e-05
HVCN1,-0.105563186,1.6015742357942728e-05,4.64224416172253e-05
SPEF1,-0.2146472,1.6108499366827507e-05,4.666425077296497e-05
MTUS2,0.25951153,1.621281796182657e-05,4.69392529294342e-05
LATS2,-0.11272852,1.6291250877882058e-05,4.7139036104982804e-05
SIX2,-0.38719863,1.6426404336097144e-05,4.749495696292114e-05
CTSK,0.12572578,1.6433255109170713e-05,4.749495696292114e-05
TNNI3,0.44756618,1.646297826602007e-05,4.7553374540785874e-05
HCG26,-0.20036364,1.6537100977471753e-05,4.773989889570368e-05
GALNT3,-0.290718,1.6556528850857443e-05,4.776840407056388e-05
LRRK2,-0.09856316,1.68066501483728e-05,4.844034659185569e-05
SLC22A6,0.25256598,1.6808800267373923e-05,4.844034659185569e-05
GRIN2B,0.41899294,1.7067725418672608e-05,4.915819533027825e-05
ANGPT1,-0.1926782,1.7101108878787657e-05,4.9225989864098035e-05
USP49,0.151764,1.7147328524302408e-05,4.933063441974225e-05
SLC9A11,-0.6877092,1.7266886946256156e-05,4.9646023422243114e-05
FBXL16,0.08199518,1.765122812961013e-05,5.072191991267279e-05
NKX2-5,-0.84150696,1.77776002218603e-05,5.105571574342418e-05
C13orf26,-0.5297733,1.8052606139030623e-05,5.181574666771132e-05
C3orf67,-0.3402893,1.811675517256412e-05,5.197003778704567e-05
TMEM61,-0.6442293,1.816871960404326e-05,5.208921904828917e-05
MMRN1,-0.20308575,1.8376339803540772e-05,5.265426877805379e-05
P2RY2,-0.41041914,1.852333274704627e-05,5.304505368569951e-05
MDGA2,0.15238139,1.887303962262613e-05,5.401556846773363e-05
TRHDE,0.3599428,1.894112885398728e-05,5.4179430360375514e-05
NOS1,0.3098549,1.9482209867020695e-05,5.569528263870982e-05
IFI6,-0.091121,1.9598504548524303e-05,5.5995727281498014e-05
ADRA1A,0.18068999,1.9934122265525838e-05,5.6922108125430716e-05
PRTN3,0.8544314,1.998976815600434e-05,5.704842510275212e-05
PPP1R1A,0.14827625,2.0081707030860985e-05,5.72781147486052e-05
GSX1,0.38743985,2.0183019533418465e-05,5.753426320814842e-05
SH2D5,0.2382696,2.0528015227600286e-05,5.8484373867807086e-05
TBX5,0.5740051,2.0572210841023604e-05,5.8576910139588847e-05
APOE,-0.053771917,2.065109803353868e-05,5.876806497876688e-05
ADRA1B,0.17607923,2.0911810799085596e-05,5.9476139929139915e-05
CALCR,-0.49612585,2.097144912029946e-05,5.9611850825183225e-05
LOC541471,-0.19679958,2.1111432688091457e-05,5.997566104571437e-05
SSTR1,0.21742557,2.1243922554252074e-05,6.031778124432729e-05
NFKBID,-0.1896545,2.153539314848981e-05,6.111065025110616e-05
PPM1J,-0.19919418,2.167125828969312e-05,6.146131108818241e-05
TMEM100,0.11631191,2.1945569224020683e-05,6.220399439915159e-05
FGL1,-0.4568774,2.1998848594159865e-05,6.231968440271917e-05
CYP27A1,-0.09621292,2.2261905831209726e-05,6.302917845755868e-05
ROS1,1.023338,2.2390487975228656e-05,6.335735137302959e-05
GPR83,0.32012445,2.309775440124035e-05,6.532170362341727e-05
NDST4,0.46972623,2.319502914548944e-05,6.55597205921126e-05
RNF165,0.108504675,2.328323203230292e-05,6.57718418991608e-05
GJA3,-0.6122544,2.330193672706103e-05,6.578751193410792e-05
OTOS,-0.6215298,2.3383145277985845e-05,6.597952956542282e-05
PLK2,0.095797315,2.344076121464071e-05,6.610479755961848e-05
OBSCN,0.12204089,2.380409645537787e-05,6.709159091143706e-05
SOCS2,-0.12149279,2.4007238257575435e-05,6.762602326077588e-05
MBNL3,-0.2777016,2.427437763186428e-05,6.834002711673502e-05
ZNF683,-0.6175942,2.4460119158404026e-05,6.882419571863823e-05
SDS,0.14541367,2.4484115747282437e-05,6.885296891811708e-05
C3orf70,-0.08267282,2.4531264963984773e-05,6.894678179872056e-05
BEST3,0.12599213,2.480020758727536e-05,6.966350445863865e-05
